business_id,business_name,department,address,phone_number,open_date,월요일 운영시간,월요일 휴게시간,화요일 운영시간,화요일 휴게시간,수요일 운영시간,수요일 휴게시간,목요일 운영시간,목요일 휴게시간,금요일 운영시간,금요일 휴게시간,토요일 운영시간,토요일 휴게시간,일요일 운영시간,일요일 휴게시간
951-85-75611,서울정형외과의원,정형외과,"충청남도 서산시 시장6로 6, (동문동)",041-664-9000,20090326,08:30~18:30,13:00~14:00,08:30~18:30,13:00~14:00,08:30~18:30,13:00~14:00,08:30~18:30,13:00~14:00,08:30~18:30,13:00~14:00,08:30~13:30,,,
755-43-94576,서울정형외과의원,정형외과,"충청북도 청주시 흥덕구 1순환로 509, (봉명동, 서울정형외과)",043-266-7612,19980211,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~12:30,,08:30~18:30,,08:30~12:30,,,
615-89-74154,서울피부과의원,피부과,"충청북도 청주시 상당구 중고개로 137, 6층 (용암동)",043-284-1300,20210823,09:30~20:00,12:30~14:00,09:30~19:00,12:30~14:00,09:30~19:00,12:30~14:00,,,09:30~20:00,12:30~14:00,09:30~15:30,,,
435-49-68939,서청주하나이비인후과의원,이비인후과,"충청북도 청주시 흥덕구 대농로 48, 401호 (복대동, LK타워)",043-236-5075,20050422,09:00~19:00,,09:00~19:00,,14:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~13:00,,,
053-13-26892,선내과의원,내과,"충청남도 아산시 온천대로 1484, (온천동)",041-549-2077,19960917,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~13:30,,,
483-58-52342,선이비인후과의원,이비인후과,"충청북도 청주시 서원구 경신로 31-1, 203호(스타타워빌딩, 개신동)",043-236-8700,20030422,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~14:00,,,
050-26-99335,성모소아청소년과의원,소아청소년과,"충청남도 공주시 웅진로 203, 3층 (산성동, 중앙약국)",041-852-7233,20030226,,,,,,,,,,,,,,
063-96-31988,성모안과의원,안과,"충청남도 보령시 번영로 34, (대천동)",041-935-0034,20050616,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~11:00,,,
000-62-17128,성모안과의원,안과,"충청북도 청주시 상당구 중고개로 320, 2층 (금천동)",043-283-2839,20030820,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
182-32-92264,성모이비인후과의원,이비인후과,"충청북도 청주시 상당구 중고개로 334, 2층 (금천동, 의화빌딩)",043-293-9293,20060125,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~13:00,,,
056-76-82371,성모정신건강의학과의원,정신건강의학과,"충청남도 논산시 해월로 163, 3층 (반월동)",041-736-7800,20080102,08:40~17:30,,08:40~17:30,,08:40~12:40,,08:40~17:30,,08:40~17:30,,08:40~13:00,,,
926-59-28615,성모정신건강의학과의원,정신건강의학과,"충청북도 청주시 상당구 청남로 2200, 5층 (석교동)",043-223-8275,19980624,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~13:00,,,
980-45-39739,성모정형외과의원,정형외과,"충청남도 논산시 계백로 1001, (취암동)",041-736-5982,20130115,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,09:00~18:00,,09:00~13:00,,,
436-64-99575,성모정형외과의원,정형외과,"충청북도 청주시 흥덕구 풍산로 42, 1,2층 (가경동, 세진빌딩)",043-233-9119,20001230,09:00~18:20,,09:00~18:20,,09:00~18:20,,09:00~18:20,,09:00~18:20,,08:00~13:00,,,
200-71-83292,성모피부과의원,피부과,"충청남도 천안시 동남구 만남로 13, 2층 (신부동)",041-563-9121,19880303,10:00~18:30,12:30~14:00,10:00~18:30,12:30~14:00,,,10:00~18:30,12:30~14:00,10:00~18:30,12:30~14:00,10:00~14:00,,,
764-75-82589,성모피부과의원,피부과,"충청북도 청주시 상당구 사직대로350번길 11-2, (서문동)",043-256-4956,19900430,,,,,,,,,,,,,,
007-69-17688,성성조은내과의원,내과,"충청남도 천안시 서북구 성성8로 14-12, 4층 (성성동)",041-566-8175,20190207,09:00~20:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~13:00,,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~14:00,,,
079-97-75166,성심정신건강의학과의원,정신건강의학과,"충청남도 아산시 온천대로 1472, 3층 (온천동)",041-548-4370,19950622,08:30~18:30,,08:30~18:30,,08:30~13:00,,08:30~18:30,,08:30~18:30,,08:30~13:00,,,
067-98-71254,성심정신건강의학과의원,정신건강의학과,"충청남도 보령시 중앙로 15, (동대동)",041-935-9911,19990430,09:00~18:00,,09:00~18:00,,09:00~15:00,,09:00~18:00,,09:00~18:00,,09:00~12:00,,,
348-59-76191,성정윌내과의원,내과,"충청남도 천안시 서북구 성정로 82, 3층 (성정동)",041-588-3200,20120709,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
936-97-95632,성천모내과의원,내과,"충청북도 청주시 상당구 수영로 307, 2층 (용담동)",043-292-7520,20070402,08:30~18:00,12:30~14:00,08:30~18:00,12:30~14:00,08:30~12:30,,08:30~18:00,12:30~14:00,08:30~18:00,12:30~14:00,08:30~13:00,,,
027-67-81165,세광내과의원,내과,"충청북도 청주시 서원구 월평로 7, 퓨전빌딩 201호 (분평동)",043-288-8275,19880526,08:40~19:00,,08:40~19:00,,08:40~19:00,,08:40~19:00,,08:40~19:00,,08:30~16:00,,,
159-27-61636,세브란스산부인과의원,산부인과,"충청북도 충주시 갱고개로 140, (연수동)",043-857-9401,20040308,09:40~19:00,,09:30~19:00,,09:30~19:00,,14:00~20:00,,09:40~19:00,,09:40~16:00,,,
047-24-19827,세브란스피부과의원,피부과,"충청남도 공주시 웅진로 197, 5층 (산성동)",041-852-2975,20000318,09:00~17:30,,09:00~17:30,,09:00~17:30,,09:00~17:30,,09:00~17:30,,09:00~12:30,,,
003-19-92564,세인트내과의원,내과,"충청남도 천안시 서북구 서부대로 717, (두정동)",041-622-5800,20150630,09:00~12:00,,09:00~12:00,,09:00~12:00,,09:00~12:00,,09:00~12:00,,,,,
000-93-44622,세종내과의원,내과,"충청북도 청주시 서원구 복대로 11, 고담빌딩 2층 203호 (개신동)",043-278-7500,20121217,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
050-74-65453,소리사랑이비인후과의원,이비인후과,"충청북도 청주시 상당구 청남로 2200, (석교동)",043-223-9275,20080825,09:00~17:30,,09:00~17:00,,,,09:00~17:00,,09:00~17:00,,09:00~13:00,,,
034-17-11248,소망신경외과의원,신경외과,"충청북도 청주시 서원구 월평로 4, 대상탑존빌딩 3층 301~303호 (분평동)",043-286-9119,20040210,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~15:00,,,
269-53-39657,소화내과의원,내과,"충청북도 청주시 상당구 쇠내로91번길 7, 2층 (금천동)",043-221-7582,20000110,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~12:30,,,
282-26-34692,속시원한내과의원,내과,"충청북도 청주시 흥덕구 송화로150번길 21, 3층 302호 (송절동)",043-262-5559,20181218,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~14:00,,,
733-23-92432,속튼튼내과의원,내과,"충청남도 공주시 용당길 17, 3층 (산성동)",041-854-8883,20180518,08:30~17:30,12:30~14:00,08:30~17:30,12:30~14:00,08:30~12:30,,08:30~17:30,12:30~14:00,08:30~17:30,12:30~14:00,08:30~12:30,,,
667-82-58242,속튼튼내과의원,내과,"충청북도 청주시 청원구 충청대로 179, 5층 402호 (주중동)",043-218-3363,20201119,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
832-34-82363,속편한김대수내과의원,내과,"충청북도 청주시 상당구 산성로92번길 6, 5층 (금천동)",043-254-1588,20020220,08:30~18:00,13:00~14:00,08:30~18:00,13:00~14:00,08:30~18:00,13:00~14:00,08:30~12:30,,08:30~18:00,13:00~14:00,08:30~12:30,,,
052-43-25786,속편한서산내과의원,내과,"충청남도 서산시 시장4길 25-6, (동문동)",041-664-4944,20110914,08:10~18:00,,08:10~18:00,,08:10~18:00,,08:10~18:00,,08:10~18:00,,08:10~14:00,,,
008-11-51378,속플러스내과의원,내과,"충청북도 청주시 서원구 산남로70번길 3, 4층 402호 (산남동, 메디플라자)",043-297-7775,20080303,09:00~18:20,13:00~14:00,09:00~18:20,13:00~14:00,09:00~13:00,,09:00~18:20,13:00~14:00,09:00~18:20,13:00~14:00,09:00~13:20,,,
261-13-72488,손경락내과의원,내과,"충청북도 청주시 흥덕구 사직대로 74, (복대동)",043-268-8881,19861231,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
037-11-17395,손경선내과의원,내과,"충청남도 공주시 웅진로 197, (산성동)",041-858-2345,19970627,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~13:00,,,
061-49-84226,손성국내과의원,내과,"충청북도 청주시 서원구 사직대로 99, (사창동)",043-260-5000,19960131,09:30~19:00,,09:30~19:00,,09:30~19:00,,09:30~19:00,,09:30~19:00,,09:30~15:30,,,
002-63-67372,손안과의원,안과,"충청북도 청주시 흥덕구 풍산로 42, 301호 (가경동)",043-234-4146,19970221,09:00~17:40,13:00~14:00,09:00~17:40,13:00~14:00,09:00~17:40,13:00~14:00,09:00~17:40,13:00~14:00,09:00~17:40,13:00~14:00,09:00~12:00,,,
036-62-31596,수곡신경외과의원,신경외과,"충청북도 청주시 서원구 구룡산로 311, 2층 (수곡동)",043-298-7582,20010525,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~12:00,,,
007-72-73519,수내과의원,내과,"충청남도 서산시 안견로 190, 서산공용버스터미널 2층 (동문동)",041-667-8600,20080521,08:00~18:00,,08:00~18:00,,08:00~18:00,,08:00~18:00,,08:00~18:00,,08:00~13:00,,,
545-29-45269,수연산부인과의원,산부인과,"충청남도 천안시 서북구 성정중7길 3, 4층 (성정동)",041-621-5501,20070517,,,,,,,,,,,,,,
033-08-92432,수이비인후과의원,이비인후과,"충청북도 청주시 흥덕구 대농로 43, 321호 (복대동, 신영지웰시티)",231-8844,20110630,09:00~19:00,12:30~14:00,09:00~19:00,12:30~14:00,09:00~18:30,12:30~14:00,09:00~19:00,12:30~14:00,09:00~19:00,12:30~14:00,09:00~13:00,,,
010-45-81563,수정형외과의원,정형외과,"충청북도 충주시 번영대로 176, (연수동)",043-842-6500,20130422,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~13:00,,,
494-31-14812,수피부과의원,피부과,"충청북도 청주시 서원구 청남로 2014, 2층 (분평동)",043-294-8000,20050225,09:30~18:30,13:00~14:00,09:30~18:30,13:00~14:00,09:30~13:00,,09:30~18:30,13:00~14:00,09:30~18:30,13:00~14:00,09:30~13:30,,,
061-31-58528,순풍산부인과의원,산부인과,"충청북도 청주시 상당구 월평로 182, (용암동)",043-294-9555,20000127,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~14:00,,,
039-68-91976,순풍산부인과의원,산부인과,"충청남도 공주시 번영1로 50, 3,4층 (신관동, 정광빌딩)",041-854-3582,20031031,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
029-75-21623,숨사랑내과의원,내과,"충청북도 청주시 흥덕구 서현로 60, 315, 316호 (가경동)",043-235-7500,20220901,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,09:00~18:00,,09:00~13:00,,,
239-86-84434,숲소아청소년과의원,소아청소년과,"충청남도 천안시 서북구 성성8로 2-30, 305, 306호 (성성동)",041-567-0011,20200821,09:30~19:00,13:00~14:00,09:30~19:00,13:00~14:00,,,09:30~19:00,13:00~14:00,09:30~19:00,13:00~14:00,09:00~14:00,,,
451-86-85161,스마일소아청소년과의원,소아청소년과,"충청남도 천안시 서북구 3공단6로 58-8, 차암동 3층 3호 (차암동)",041-569-4040,20150722,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~14:00,,,
093-02-88237,스위트소아청소년과의원,소아청소년과,"충청남도 천안시 서북구 월봉로 132, 4층 (쌍용동)",041-577-5510,20100423,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~14:00,,,
521-24-46673,신내과의원,내과,"충청북도 제천시 풍양로 120, (남천동)",043-643-1104,19890327,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
061-25-97295,신부정형외과의원,정형외과,"충청남도 천안시 동남구 방죽안2길 1, 2,3,4층 (신부동)",041-554-1005,19991011,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~13:00,,,
169-57-82123,신성일정형외과의원,정형외과,"충청남도 서산시 시장8로 1, (동문동)",041-667-6150,20071224,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
093-09-55754,신세기정형외과의원,정형외과,"충청북도 청주시 상당구 중고개로 305, (금천동)",043-250-7114,19980807,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
015-67-68915,신승준내과의원,내과,"충청북도 충주시 계명대로 253, (연수동)",043-845-7100,19980822,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,09:00~18:00,,09:00~13:00,,,
367-98-28525,심규화이비인후과의원,이비인후과,"충청북도 청주시 서원구 산남로70번길 3, 302호 (산남동, 산남메티프라자)",043-297-7577,20070928,09:00~19:00,,09:00~19:00,,14:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~14:00,,,
037-77-29941,심희준내과의원,내과,"충청북도 충주시 남산로 73, 2층 (용산동)",043-856-7575,20170112,08:30~18:00,,08:30~18:00,,08:30~13:30,,08:30~18:00,,08:30~18:00,,08:30~13:30,,,
949-65-88784,쌍용우리이비인후과의원,이비인후과,"충청남도 천안시 서북구 충무로 175, 4층 (쌍용동)",041-575-7533,20120302,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,,,,
000-42-23868,아가페내과의원,내과,"충청북도 청주시 흥덕구 대농로 66, 4층 402호403호 (복대동)",043-232-2486,20160429,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~17:30,,09:00~13:00,,,
571-45-88452,아름다운성서찬호산부인과의원,산부인과,"충청북도 청주시 청원구 상당로 307, 801호 (내덕동)",043-258-3582,19980928,09:00~17:00,,09:00~17:00,,09:00~17:00,,09:00~17:00,,09:00~17:00,,,,,
116-18-49237,아빠맘소아청소년과의원,소아청소년과,"충청북도 제천시 용두천로 98, (남천동)",043-643-5275,20150831,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
764-79-44215,아산연세내과의원,내과,"충청남도 아산시 아산로 118-3, 2층 203호 (온천동)",041-534-7570,20150407,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~13:00,,,
034-35-75982,아이본소아청소년과의원,소아청소년과,"충청남도 천안시 서북구 한들3로 30, 4층 (백석동)",041-415-0101,20200429,09:00~19:00,,09:00~19:00,,09:00~13:00,,09:00~19:00,,09:00~13:00,,09:00~13:00,,,
025-83-25388,아이튼튼소아청소년과의원,소아청소년과,"충청남도 천안시 서북구 불당33길 26, 5층 (불당동)",041-555-9902,20170124,09:00~20:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~20:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~20:00,13:00~14:00,09:00~13:00,,,
494-42-61354,아주고운피부과의원,피부과,"충청남도 당진시 밤절로 136, 502호 (수청동, 씨티타워)",041-357-7979,20080313,09:00~19:00,,09:00~19:00,,09:00~13:00,,09:00~19:00,,09:00~19:00,,09:00~13:00,,,
046-47-33116,안광무내과의원,내과,"충청북도 청주시 서원구 사직대로 279-2, 2층 (사직동)",043-274-1572,19920506,09:00~18:20,,09:00~18:20,,09:00~18:20,,09:00~18:20,,09:00~18:20,,09:00~12:30,,,
525-99-88292,안내과의원,내과,"충청남도 공주시 용당길 5, (산성동)",041-856-6655,19921211,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~12:30,,,
935-22-41818,안윤영정신건강의학과의원,정신건강의학과,"충청북도 청주시 상당구 용담로 7, 상가동 1층 51,52호 (문화동, 문화동 센트럴칸타빌)",043-252-0808,19990318,09:30~18:30,,09:30~18:30,,09:30~14:30,,09:30~18:30,,09:30~18:30,,09:30~14:30,,,
063-65-78177,안창훈산부인과의원,산부인과,"충청남도 천안시 동남구 만남로 15, 3층 (신부동)",041-553-7533,20000811,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~13:00,,09:00~19:00,,09:00~19:00,,,
613-98-29361,애니산부인과의원,산부인과,"충청남도 천안시 동남구 만남로 44, 3층 (신부동)",041-561-7799,20050106,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~14:00,,,
112-34-28975,양승덕이비인후과의원,이비인후과,"충청북도 청주시 흥덕구 가로수로 1340-1, (복대동, 2층)",043-234-6090,19990423,09:00~18:30,12:40~14:00,09:00~18:30,12:40~14:00,09:00~13:00,,09:00~18:30,12:40~14:00,09:00~18:30,12:40~14:00,09:00~13:00,,,
112-43-88917,양종오내과의원,내과,"충청남도 천안시 서북구 불당21로 67-18, 6층 602,603호 (불당동)",041-622-0500,20170306,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~12:30,,09:00~18:30,,09:00~13:00,,,
067-62-42725,엄기명산부인과의원,산부인과,"충청북도 제천시 독순로 64, (중앙로2가)",043-644-6366,19931105,09:30~18:00,,09:30~18:00,,09:30~18:00,,09:30~18:00,,09:30~18:00,,09:30~12:00,,,
017-91-15642,엄승호산부인과의원,산부인과,"충청북도 제천시 동명로 58, (명동)",043-647-1411,19820925,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~12:00,,,
981-77-52726,에덴산부인과의원,산부인과,"충청남도 천안시 서북구 미라11길 37, 2~5층 (쌍용동)",041-578-3575,20000731,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
451-99-21838,에스서울안과의원,안과,"충청북도 청주시 청원구 충청대로 176, 2층 (주성동)",043-213-5700,20160302,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~13:00,,,
763-53-28137,연국원내과의원,내과,"충청북도 충주시 중앙로 49, (문화동)",043-852-9685,19931123,09:00~17:30,,09:00~17:30,,09:00~17:30,,09:00~17:30,,09:00~17:30,,09:00~12:00,,,
959-25-34628,연세내과의원,내과,"충청남도 공주시 번영1로 46, 1층 (신관동, 스타타워B/D)",041-855-3669,20050311,09:00~18:00,,09:00~18:00,,09:00~12:30,,09:00~18:00,,09:00~18:00,,09:00~12:30,,,
442-47-67558,연세미즈산부인과의원,산부인과,"충청북도 제천시 독순로 79, (중앙로2가, 내토메디컬센터)",043-652-6700,20010428,09:00~18:00,,09:00~18:00,,09:00~13:00,,09:00~17:00,,09:00~18:00,,09:00~13:00,,,
009-32-91186,연세베스토내과의원,내과,"충청북도 청주시 상당구 용암북로138번길 35, (용암동)",043-285-7582,20040417,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~14:00,,,
088-53-55317,연세산부인과의원,산부인과,"충청북도 충주시 예성로 128, 1~3층 (용산동)",043-854-3350,19990426,09:30~18:00,13:00~14:00,09:30~18:00,13:00~14:00,09:30~18:00,13:00~14:00,09:30~18:00,13:00~14:00,09:30~18:00,13:00~14:00,09:30~13:00,,,
684-18-49913,연세성심내과의원,내과,"충청북도 제천시 의림대로 222, (청전동)",043-642-4539,20000518,09:00~17:00,,09:00~17:00,,09:00~17:00,,09:00~12:30,,09:00~17:00,,09:00~12:30,,,
054-14-25933,연세소아청소년과의원,소아청소년과,"충청남도 아산시 시장길25번길 2, 2층 (온천동)",041-548-5275,20070329,09:00~18:00,,09:00~18:00,,09:00~17:30,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
006-91-49743,연세소울정신건강의학과의원,정신건강의학과,"충청북도 충주시 호암수청2로 15, 5층 (호암동)",043-724-0501,20220318,10:00~19:00,,10:00~19:00,,10:00~19:00,,,,10:00~19:00,,09:00~14:00,,,
020-06-92543,연세안과의원,안과,"충청북도 청주시 상당구 1순환로 1261, (용암동)",043-294-2300,19960410,09:30~18:30,,09:30~18:30,,09:30~18:30,,09:30~13:00,,09:30~18:30,,09:30~13:00,,,
000-59-27418,연세안과의원,안과,"충청북도 제천시 의림대로 128, (중앙로2가)",043-643-3355,19990901,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,09:00~18:00,,09:00~12:30,,,
951-21-28814,연세엘소아청소년과의원,소아청소년과,"충청남도 천안시 서북구 불당22대로 67, 2층 202호 (불당동)",041-567-7582,20180426,09:00~18:30,,09:00~18:30,,09:00~12:30,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
179-63-24889,연세유정산부인과의원,산부인과,"충청북도 청주시 상당구 중고개로 333, (금천동)",043-250-0001,19970621,09:30~18:30,,09:30~18:30,,09:30~18:30,,09:30~13:30,,09:30~18:30,,09:30~13:30,,,
741-37-42523,연세이비인후과의원,이비인후과,"충청북도 충주시 봉계1길 66, (칠금동)",043-851-8275,19961216,09:00~18:30,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:30,,09:00~13:30,,,
047-49-24684,연세이비인후과의원,이비인후과,"충청북도 청주시 흥덕구 풍산로 32, 1층 2층 (가경동)",043-268-5925,19950127,08:40~18:00,13:00~14:00,08:40~18:00,13:00~14:00,08:40~18:00,13:00~14:00,08:40~18:00,13:00~14:00,08:40~18:00,13:00~14:00,08:40~15:30,13:00~14:00,,
008-78-94263,연세정형외과의원,정형외과,"충청북도 충주시 계명대로 20, (칠금동)",043-852-3900,20000524,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
086-15-63921,연세조은정신건강의학과의원,정신건강의학과,"충청남도 천안시 서북구 검은들3길 58, 2층 (불당동)",041-557-3456,20150320,09:00~18:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~14:00,,,
289-97-79438,연세탑내과의원,내과,"충청남도 공주시 번영1로 100, 2층 (신관동)",041-400-8275,20221006,08:30~19:00,13:00~14:00,08:30~19:00,13:00~14:00,08:30~19:00,13:00~14:00,08:30~19:00,13:00~14:00,08:30~19:00,13:00~14:00,08:30~13:30,,,
659-73-59168,연세푸른정형외과의원,정형외과,"충청북도 제천시 용두천로 98, (남천동)",043-653-7575,20061121,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~13:00,,,
814-68-24965,연세프라임안과의원,안과,"충청북도 제천시 용두천로 98, 2층 (남천동)",043-646-3333,20120823,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,09:00~18:00,,09:00~13:00,,,
003-16-07176,연세피부과의원,피부과,"충청북도 제천시 독순로 79, (중앙로2가)",043-644-4045,19970509,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~13:00,,08:30~18:30,,08:30~14:30,,,
045-43-41954,연합정형외과의원,정형외과,"충청북도 청주시 서원구 청남로 2002, (분평동, 연합정형외과)",043-296-7500,20010201,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~16:00,,,
651-73-31973,열린이비인후과의원,이비인후과,"충청남도 보령시 한내로 36, 2층 201호 (동대동)",041-402-8275,20220506,08:00~20:00,,08:00~20:00,,08:00~20:00,,08:00~20:00,,08:00~20:00,,08:00~16:00,,,
387-76-22243,열린이비인후과의원,이비인후과,"충청북도 청주시 서원구 장전로6번길 34, 2,4층 (성화동)",043-236-3328,20120507,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,08:30~14:00,,,
063-10-33924,예일정신건강의학과의원,정신건강의학과,"충청북도 청주시 서원구 사직대로 296, 3층 (사직동)",043-222-1326,20070607,09:40~18:00,,09:40~18:00,,09:40~18:00,,,,09:40~18:00,,09:40~13:00,,,
001-66-17529,오국환정형외과의원,정형외과,"충청북도 청주시 서원구 수영로 6, (수곡동)",043-283-1675,19970619,09:00~18:30,,09:00~18:30,,09:00~12:30,,09:00~18:30,,09:00~18:30,,09:00~12:30,,,
027-45-32129,오내과의원,내과,"충청남도 공주시 웅진로 178, 2층 (중동)",041-854-9900,19980618,09:00~18:00,,09:00~18:00,,,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
060-34-91871,오늘하루 정신건강의학과의원,정신건강의학과,"충청북도 청주시 상당구 중고개로 129, 4층 402,403호 (용암동)",043-715-5689,20230119,10:00~19:00,13:00~14:00,10:00~20:00,13:00~14:00,10:00~19:00,13:00~14:00,10:00~20:00,13:00~14:00,10:00~19:00,13:00~14:00,10:00~15:00,,,
063-68-61845,오라클피부과의원,피부과,"충청남도 공주시 웅진로 202-1, (산성동)",041-856-5575,20040616,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~14:00,,,
026-14-49873,오라클피부과의원,피부과,"충청남도 천안시 동남구 만남로 52, 8층 (신부동)",041-569-3355,20050712,10:00~19:00,13:00~14:00,10:00~20:00,13:00~14:00,10:00~19:00,13:00~14:00,10:00~19:00,13:00~14:00,10:00~20:00,13:00~14:00,10:00~15:00,,,
564-79-41671,오라클피부과의원,피부과,"충청남도 아산시 번영로234번길 2, 1101,1102호 (모종동)",041-532-8333,20140203,10:00~18:30,,10:00~18:30,,10:00~18:30,,10:00~18:30,,10:00~18:30,,10:00~14:00,,,
424-48-97427,오름정형외과의원,정형외과,"충청남도 천안시 동남구 만남로 6, CARAT21 6층 6001~6004호 (신부동)",041-558-0528,20230426,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~17:00,,,
980-98-93392,오미희내과의원,내과,"충청북도 충주시 국원대로 179, (금릉동)",043-854-7533,19991228,09:00~18:00,,09:00~18:00,,09:00~13:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
